id,date,amount,vendor,description,department,category,is_recurring,created_at
1079,2025-06-12,1127.49,Atlassian,Software licenses,Operations,IT Infrastructure,False,2025-07-09 11:11:54
1080,2025-05-13,1604.57,Atlassian,Software licenses,HR,IT Infrastructure,False,2025-07-09 11:11:54
1081,2024-12-13,1279.23,Marriott Hotels,Business trip,Marketing,Travel,False,2025-07-09 11:11:54
1082,2024-12-07,307.87,Airbnb,Business trip,Finance,Travel,False,2025-07-09 11:11:54
1083,2025-05-11,2085.84,Expedia,Client meeting travel,Engineering,Travel,False,2025-07-09 11:11:54
1084,2025-02-28,940.43,Miscellaneous Vendor,General business cost,Marketing,Other,False,2025-07-09 11:11:54
1085,2025-06-09,4798.0,NetGear,Software/hardware,Operations,Equipment,False,2025-07-09 11:11:54
1086,2025-01-07,1153.14,Udemy Business,Professional certification,Sales,Training,False,2025-07-09 11:11:54
1087,2024-08-21,2394.93,Hilton,Client meeting travel,Operations,Travel,False,2025-07-09 11:11:54
1088,2024-09-08,773.43,General Supplies Co,Miscellaneous expense,Sales,Other,False,2025-07-09 11:11:54
1089,2025-03-29,1428.35,Verizon Business,Internet service,Operations,Utilities,True,2025-07-09 11:11:54
1090,2025-01-06,3151.81,Atlassian,Software licenses,Operations,IT Infrastructure,True,2025-07-09 11:11:54
1091,2024-08-01,2259.82,Mailchimp,Marketing tools subscription,HR,Marketing,False,2025-07-09 11:11:54
1092,2025-01-25,348.91,O'Reilly Media,Conference registration,Operations,Training,False,2025-07-09 11:11:54
1093,2024-12-02,1845.66,GitHub,API usage fees,Operations,IT Infrastructure,False,2025-07-09 11:11:54
1094,2025-07-02,807.45,NetGear,Computer equipment,Finance,Equipment,False,2025-07-09 11:11:54
1095,2024-09-05,668.19,General Supplies Co,General business cost,HR,Other,False,2025-07-09 11:11:54
1096,2025-05-07,11044.04,BambooHR,Recruitment fees,Finance,Personnel,False,2025-07-09 11:11:54
1097,2025-05-27,868.7,Conference Registration,Conference registration,Engineering,Training,False,2025-07-09 11:11:54
1098,2025-06-28,354.1,Costco Business,Meeting room supplies,Operations,Office Supplies,False,2025-07-09 11:11:54
1099,2024-09-02,7343.89,Deloitte Consulting,Legal consultation,Finance,Professional Services,False,2025-07-09 11:11:54
1100,2025-01-21,6182.06,Indeed Hiring,Recruitment fees,Executive,Personnel,False,2025-07-09 11:11:54
1101,2024-10-14,4025.38,Hootsuite,Ad campaign,Engineering,Marketing,False,2025-07-09 11:11:54
1102,2025-04-22,5668.49,Salesforce,Content creation,Engineering,Marketing,False,2025-07-09 11:11:54
1103,2025-02-05,4317.29,Apple Business,Software/hardware,Executive,Equipment,False,2025-07-09 11:11:54
1104,2024-08-20,2872.73,Slack,API usage fees,Operations,IT Infrastructure,False,2025-07-09 11:11:54
1105,2024-11-12,6565.94,EY,Business consulting,Sales,Professional Services,False,2025-07-09 11:11:54
1106,2025-03-14,2449.68,Google Ads,Content creation,Sales,Marketing,False,2025-07-09 11:11:54
1107,2025-04-28,4178.25,KPMG,Business consulting,Sales,Professional Services,False,2025-07-09 11:11:54
1108,2025-04-18,564.69,IKEA Business,Desk supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
1109,2025-06-09,1174.99,ConEd,Monthly utilities,Operations,Utilities,False,2025-07-09 11:11:54
1110,2025-03-29,410.78,AT&T Business,Monthly utilities,Marketing,Utilities,False,2025-07-09 11:11:54
1111,2025-02-02,628.64,Pacific Gas & Electric,Monthly utilities,Marketing,Utilities,True,2025-07-09 11:11:54
1112,2025-07-02,1637.31,Lyft,Business trip,HR,Travel,False,2025-07-09 11:11:54
1113,2024-10-26,2868.16,LinkedIn Marketing,Ad campaign,HR,Marketing,False,2025-07-09 11:11:54
1114,2025-03-02,3722.59,Wilson Law Firm,Legal consultation,Marketing,Professional Services,False,2025-07-09 11:11:54
1115,2025-01-10,1814.48,Xerox,Software/hardware,Sales,Equipment,False,2025-07-09 11:11:54
1116,2025-01-17,1164.1,Waste Management,Monthly utilities,Marketing,Utilities,False,2025-07-09 11:11:54
1117,2025-01-20,1127.49,DigitalOcean,Software licenses,Operations,IT Infrastructure,False,2025-07-09 11:11:54
1118,2024-08-04,1638.77,O'Reilly Media,Professional certification,Engineering,Training,False,2025-07-09 11:11:54
1119,2024-10-30,7985.83,Wilson Law Firm,Accounting services,Operations,Professional Services,False,2025-07-09 11:11:54
1120,2025-03-20,1888.21,Wilson Law Firm,Business consulting,Sales,Professional Services,False,2025-07-09 11:11:54
1121,2025-05-11,1194.8,Dell Business,Office furniture,Operations,Equipment,False,2025-07-09 11:11:54
1122,2024-10-09,2784.05,Zoom,API usage fees,HR,IT Infrastructure,False,2025-07-09 11:11:54
1123,2025-03-16,4481.24,Wilson Law Firm,Accounting services,Finance,Professional Services,False,2025-07-09 11:11:54
1124,2025-01-30,1875.49,Deloitte Consulting,Business consulting,HR,Professional Services,False,2025-07-09 11:11:54
1125,2024-08-21,234.36,Costco Business,Meeting room supplies,Engineering,Office Supplies,False,2025-07-09 11:11:54
1126,2024-10-29,3885.09,Wilson Law Firm,Legal consultation,Engineering,Professional Services,False,2025-07-09 11:11:54
1127,2025-05-31,256.16,Docker,Cloud hosting costs,Marketing,IT Infrastructure,False,2025-07-09 11:11:54
1128,2024-12-18,660.43,Costco Business,Office materials,Marketing,Office Supplies,False,2025-07-09 11:11:54
1129,2025-01-14,5854.72,Legal Services Inc,Business consulting,Marketing,Professional Services,False,2025-07-09 11:11:54
1130,2025-06-10,14026.39,ADP Payroll,Recruitment fees,Operations,Personnel,True,2025-07-09 11:11:54
1131,2024-11-15,3779.43,HubSpot,Ad campaign,Operations,Marketing,False,2025-07-09 11:11:54
1132,2025-06-01,958.4,AT&T Business,Monthly utilities,Finance,Utilities,True,2025-07-09 11:11:54
1133,2025-06-07,3631.18,Deloitte Consulting,Business consulting,Executive,Professional Services,False,2025-07-09 11:11:54
1134,2024-07-25,557.44,Home Depot,Desk supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
1135,2024-08-28,2273.54,Lyft,Business trip,Engineering,Travel,False,2025-07-09 11:11:54
1136,2024-08-14,1044.42,AT&T Business,Phone service,HR,Utilities,False,2025-07-09 11:11:54
1137,2024-09-21,3233.96,Canva,Ad campaign,Operations,Marketing,False,2025-07-09 11:11:54
1138,2025-05-19,374.1,Lyft,Business trip,Engineering,Travel,False,2025-07-09 11:11:54
1139,2024-07-25,537.68,Pacific Gas & Electric,Internet service,Sales,Utilities,False,2025-07-09 11:11:54
1140,2024-09-08,904.82,ConEd,Internet service,Finance,Utilities,False,2025-07-09 11:11:54
1141,2024-11-08,304.99,Waste Management,Internet service,Marketing,Utilities,True,2025-07-09 11:11:54
1142,2025-02-05,6030.39,Glassdoor,Recruitment fees,Marketing,Personnel,False,2025-07-09 11:11:54
1143,2025-06-24,3883.9,HubSpot,Content creation,Executive,Marketing,False,2025-07-09 11:11:54
1144,2024-12-22,1580.26,PwC,Legal consultation,Finance,Professional Services,False,2025-07-09 11:11:54
1145,2024-10-19,168.76,General Supplies Co,Miscellaneous expense,Finance,Other,False,2025-07-09 11:11:54
1146,2025-04-24,3682.99,Apple Business,Office furniture,Operations,Equipment,False,2025-07-09 11:11:54
1147,2024-10-15,397.9,Verizon Business,Phone service,HR,Utilities,True,2025-07-09 11:11:54
1148,2025-05-03,12222.8,Workday,Contractor payment,Operations,Personnel,True,2025-07-09 11:11:54
1149,2024-09-21,867.84,Cisco Systems,Software/hardware,HR,Equipment,False,2025-07-09 11:11:54
1150,2025-05-10,1224.04,Wilson Law Firm,Business consulting,Finance,Professional Services,False,2025-07-09 11:11:54
1151,2024-12-09,780.13,Verizon Business,Internet service,Operations,Utilities,False,2025-07-09 11:11:54
1152,2024-09-18,6266.87,Wilson Law Firm,Business consulting,Operations,Professional Services,False,2025-07-09 11:11:54
1153,2024-12-13,817.31,Business Services Inc,Miscellaneous expense,Marketing,Other,False,2025-07-09 11:11:54
1154,2025-02-13,1437.47,Lyft,Business trip,Sales,Travel,False,2025-07-09 11:11:54
1155,2024-10-18,5888.33,AT&T Business,Phone service,HR,Utilities,True,2025-07-09 11:11:54
1156,2024-08-22,1249.99,AT&T Business,Monthly utilities,HR,Utilities,True,2025-07-09 11:11:54
1157,2025-02-06,2649.21,Google Cloud,Software licenses,Operations,IT Infrastructure,False,2025-07-09 11:11:54
1158,2024-09-19,2344.62,Lenovo,Computer equipment,Operations,Equipment,False,2025-07-09 11:11:54
1159,2025-02-18,1582.29,LinkedIn Marketing,Marketing tools subscription,Finance,Marketing,False,2025-07-09 11:11:54
1160,2025-03-09,604.5,HP Enterprise,Computer equipment,Executive,Equipment,False,2025-07-09 11:11:54
1161,2024-10-07,13780.26,Indeed Hiring,Recruitment fees,Operations,Personnel,False,2025-07-09 11:11:54
1162,2025-03-29,3138.9,LinkedIn Marketing,Content creation,Sales,Marketing,False,2025-07-09 11:11:54
1163,2025-04-30,2634.15,McKinsey,Accounting services,Sales,Professional Services,False,2025-07-09 11:11:54
1164,2024-08-02,672.28,AT&T Business,Monthly utilities,Marketing,Utilities,False,2025-07-09 11:11:54
1165,2025-04-19,2860.09,Heroku,Software licenses,Marketing,IT Infrastructure,False,2025-07-09 11:11:54
1166,2024-10-10,532.47,Office Depot,Office materials,Engineering,Office Supplies,False,2025-07-09 11:11:54
1167,2025-05-19,30161.93,Workday,Recruitment fees,Operations,Personnel,False,2025-07-09 11:11:54
1168,2024-12-01,225.94,AT&T Business,Phone service,Finance,Utilities,False,2025-07-09 11:11:54
1169,2025-06-23,5778.41,EY,Accounting services,Sales,Professional Services,False,2025-07-09 11:11:54
1170,2025-06-09,698.95,Business Services Inc,General business cost,Engineering,Other,False,2025-07-09 11:11:54
1171,2024-07-18,10252.21,Indeed Hiring,Employee benefits,Engineering,Personnel,True,2025-07-09 11:11:54
1172,2025-02-14,7789.4,Wilson Law Firm,Legal consultation,HR,Professional Services,False,2025-07-09 11:11:54
1173,2024-09-30,3949.47,HP Enterprise,Software/hardware,Marketing,Equipment,False,2025-07-09 11:11:54
1174,2024-12-04,3855.14,HubSpot,Ad campaign,Sales,Marketing,False,2025-07-09 11:11:54
1175,2025-01-31,14155.4,Gusto,Employee benefits,Engineering,Personnel,True,2025-07-09 11:11:54
1176,2024-12-09,8656.75,BambooHR,Recruitment fees,Engineering,Personnel,True,2025-07-09 11:11:54
1177,2024-12-31,1093.25,Deloitte Consulting,Business consulting,Sales,Professional Services,False,2025-07-09 11:11:54
1178,2025-05-26,6863.45,Glassdoor,Contractor payment,HR,Personnel,False,2025-07-09 11:11:54
1179,2025-06-22,434.61,Staples,Desk supplies,HR,Office Supplies,False,2025-07-09 11:11:54
1180,2024-09-09,1977.81,Mailchimp,Ad campaign,HR,Marketing,False,2025-07-09 11:11:54
1181,2024-07-29,773.34,LinkedIn Marketing,Marketing tools subscription,Sales,Marketing,False,2025-07-09 11:11:54
1182,2024-10-16,532.94,JetBrains,Software licenses,Finance,IT Infrastructure,False,2025-07-09 11:11:54
1183,2025-01-08,6510.31,Smith & Associates,Accounting services,Executive,Professional Services,False,2025-07-09 11:11:54
1184,2025-01-10,429.45,Slack,API usage fees,Executive,IT Infrastructure,False,2025-07-09 11:11:54
1185,2024-11-24,146.81,Costco Business,Desk supplies,Executive,Office Supplies,False,2025-07-09 11:11:54
1186,2025-01-03,980.19,Uber,Client meeting travel,Engineering,Travel,False,2025-07-09 11:11:54
1187,2025-04-06,4682.66,Gusto,Employee benefits,Sales,Personnel,False,2025-07-09 11:11:54
1188,2025-04-21,160.48,O'Reilly Media,Online course,Marketing,Training,False,2025-07-09 11:11:54
1189,2024-08-31,1223.56,Comcast Business,Internet service,Sales,Utilities,True,2025-07-09 11:11:54
1190,2024-10-16,906.47,General Supplies Co,General business cost,Finance,Other,False,2025-07-09 11:11:54
1191,2025-02-10,673.68,LinkedIn Learning,Professional certification,HR,Training,False,2025-07-09 11:11:54
1192,2024-11-10,655.39,AWS,Software licenses,HR,IT Infrastructure,True,2025-07-09 11:11:54
1193,2025-05-28,330.9,IKEA Business,Desk supplies,Finance,Office Supplies,False,2025-07-09 11:11:54
1194,2025-05-13,487.22,Slack,Cloud hosting costs,Sales,IT Infrastructure,False,2025-07-09 11:11:54
1195,2025-05-31,1834.15,Business Services Inc,General business cost,Engineering,Other,False,2025-07-09 11:11:54
1196,2025-03-30,1361.38,Hilton,Client meeting travel,Engineering,Travel,False,2025-07-09 11:11:54
1197,2025-05-21,1126.04,Conference Registration,Online course,Sales,Training,False,2025-07-09 11:11:54
1198,2024-10-04,2068.2,Google Cloud,Software licenses,Marketing,IT Infrastructure,False,2025-07-09 11:11:54
1199,2025-03-15,2994.81,Hootsuite,Ad campaign,HR,Marketing,False,2025-07-09 11:11:54
1200,2025-05-01,3217.65,ADP Payroll,Contractor payment,Operations,Personnel,False,2025-07-09 11:11:54
1201,2025-06-05,11888.83,Workday,Recruitment fees,Sales,Personnel,False,2025-07-09 11:11:54
1202,2024-09-08,2548.73,Apple Business,Software/hardware,Operations,Equipment,False,2025-07-09 11:11:54
1203,2024-07-26,985.42,General Supplies Co,Miscellaneous expense,Engineering,Other,False,2025-07-09 11:11:54
1204,2024-10-05,6063.57,Deloitte Consulting,Accounting services,Sales,Professional Services,False,2025-07-09 11:11:54
1205,2024-12-20,2623.55,Wilson Law Firm,Accounting services,Operations,Professional Services,False,2025-07-09 11:11:54
1206,2024-10-13,2410.8,Wilson Law Firm,Legal consultation,Executive,Professional Services,False,2025-07-09 11:11:54
1207,2024-10-22,505.36,Mailchimp,Content creation,Engineering,Marketing,False,2025-07-09 11:11:54
1208,2024-12-13,550.63,Dell Business,Software/hardware,Engineering,Equipment,False,2025-07-09 11:11:54
1209,2025-02-04,2040.56,Costco Business,Office materials,HR,Office Supplies,False,2025-07-09 11:11:54
1210,2024-08-19,1496.54,Facebook Ads,Content creation,Sales,Marketing,False,2025-07-09 11:11:54
1211,2025-01-18,2208.14,NetGear,Office furniture,HR,Equipment,False,2025-07-09 11:11:54
1212,2024-07-14,1048.8,Expedia,Conference travel,HR,Travel,False,2025-07-09 11:11:54
1213,2025-04-26,5131.25,Indeed Hiring,Contractor payment,Sales,Personnel,False,2025-07-09 11:11:54
1214,2024-07-30,3341.5,Smith & Associates,Business consulting,Engineering,Professional Services,False,2025-07-09 11:11:54
1215,2024-09-05,1382.95,Apple Business,Software/hardware,HR,Equipment,False,2025-07-09 11:11:54
1216,2024-12-02,1159.01,Deloitte Consulting,Business consulting,Executive,Professional Services,False,2025-07-09 11:11:54
1217,2024-10-30,597.83,Verizon Business,Monthly utilities,Finance,Utilities,False,2025-07-09 11:11:54
1218,2025-06-08,1906.07,Lyft,Conference travel,Executive,Travel,False,2025-07-09 11:11:54
1219,2025-03-20,190.44,Costco Business,Desk supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
1220,2025-03-01,630.54,Pluralsight,Professional certification,Operations,Training,False,2025-07-09 11:11:54
1221,2025-06-05,1435.21,Dell Business,Office furniture,Finance,Equipment,False,2025-07-09 11:11:54
1222,2024-07-30,340.52,ConEd,Phone service,Finance,Utilities,True,2025-07-09 11:11:54
1223,2024-12-31,642.98,Uber,Conference travel,HR,Travel,False,2025-07-09 11:11:54
1224,2025-03-18,835.16,O'Reilly Media,Professional certification,Finance,Training,False,2025-07-09 11:11:54
1225,2025-03-12,1573.87,Coursera Business,Conference registration,HR,Training,False,2025-07-09 11:11:54
1226,2025-06-18,134.44,General Supplies Co,General business cost,HR,Other,False,2025-07-09 11:11:54
1227,2024-07-25,483.65,Conference Registration,Conference registration,Finance,Training,False,2025-07-09 11:11:54
1228,2025-04-06,11617.95,Workday,Employee benefits,Operations,Personnel,False,2025-07-09 11:11:54
1229,2024-10-25,2102.79,HP Enterprise,Software/hardware,Engineering,Equipment,False,2025-07-09 11:11:54
1230,2025-01-01,860.29,General Supplies Co,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
1231,2025-06-11,908.92,Airbnb,Client meeting travel,Sales,Travel,False,2025-07-09 11:11:54
1232,2024-10-25,592.01,ConEd,Phone service,Operations,Utilities,False,2025-07-09 11:11:54
1233,2025-04-08,3437.05,Apple Business,Office furniture,Finance,Equipment,False,2025-07-09 11:11:54
1234,2024-11-08,2270.15,Airbnb,Business trip,Engineering,Travel,False,2025-07-09 11:11:54
1235,2024-07-16,8999.25,GitHub,Software licenses,Finance,IT Infrastructure,False,2025-07-09 11:11:54
1236,2024-08-28,12953.41,ADP Payroll,Employee benefits,Marketing,Personnel,False,2025-07-09 11:11:54
1237,2025-05-12,8501.86,Indeed Hiring,Contractor payment,Finance,Personnel,False,2025-07-09 11:11:54
1238,2024-07-20,1788.9,Dell Business,Office furniture,Sales,Equipment,False,2025-07-09 11:11:54
1239,2025-05-11,2434.65,PwC,Accounting services,HR,Professional Services,False,2025-07-09 11:11:54
1240,2025-01-22,1946.58,Smith & Associates,Business consulting,Engineering,Professional Services,False,2025-07-09 11:11:54
1241,2025-02-08,3486.94,Gusto,Employee benefits,HR,Personnel,False,2025-07-09 11:11:54
1242,2025-04-18,1237.73,Coursera Business,Online course,Marketing,Training,False,2025-07-09 11:11:54
1243,2025-03-06,2574.45,Facebook Ads,Marketing tools subscription,Executive,Marketing,False,2025-07-09 11:11:54
1244,2024-09-15,3643.32,Conference Registration,Online course,Sales,Training,False,2025-07-09 11:11:54
1245,2024-12-24,916.82,Marriott Hotels,Business trip,Executive,Travel,False,2025-07-09 11:11:54
1246,2025-06-07,738.34,Coursera Business,Online course,Finance,Training,False,2025-07-09 11:11:54
1247,2024-11-27,2072.94,JetBrains,API usage fees,Sales,IT Infrastructure,True,2025-07-09 11:11:54
1248,2025-04-01,7914.43,Legal Services Inc,Accounting services,Executive,Professional Services,False,2025-07-09 11:11:54
1249,2024-11-17,1256.85,PwC,Business consulting,Operations,Professional Services,False,2025-07-09 11:11:54
1250,2025-04-16,3860.89,Smith & Associates,Business consulting,HR,Professional Services,False,2025-07-09 11:11:54
1251,2025-06-29,4755.33,Xerox,Software/hardware,Engineering,Equipment,False,2025-07-09 11:11:54
1252,2025-06-08,172.26,AWS Training,Online course,Finance,Training,False,2025-07-09 11:11:54
1253,2025-04-24,1427.45,Waste Management,Monthly utilities,Sales,Utilities,False,2025-07-09 11:11:54
1254,2025-01-08,110.88,Amazon Business,Desk supplies,Finance,Office Supplies,False,2025-07-09 11:11:54
1255,2024-11-12,889.31,Zoom,Software licenses,Marketing,IT Infrastructure,False,2025-07-09 11:11:54
1256,2025-03-06,8429.86,Glassdoor,Contractor payment,Sales,Personnel,True,2025-07-09 11:11:54
1257,2025-04-22,5036.39,Legal Services Inc,Business consulting,HR,Professional Services,False,2025-07-09 11:11:54
1258,2025-02-16,6355.67,Legal Services Inc,Accounting services,Finance,Professional Services,False,2025-07-09 11:11:54
1259,2024-10-21,254.73,Business Services Inc,Miscellaneous expense,Marketing,Other,False,2025-07-09 11:11:54
1260,2024-10-24,4745.58,JetBrains,Cloud hosting costs,Executive,IT Infrastructure,True,2025-07-09 11:11:54
1261,2025-01-19,528.44,GitHub,Software licenses,Operations,IT Infrastructure,False,2025-07-09 11:11:54
1262,2024-08-31,1042.73,Comcast Business,Phone service,Engineering,Utilities,False,2025-07-09 11:11:54
1263,2025-05-07,218.83,Verizon Business,Monthly utilities,Operations,Utilities,False,2025-07-09 11:11:54
1264,2025-01-01,1569.73,Coursera Business,Conference registration,Marketing,Training,False,2025-07-09 11:11:54
1265,2025-04-24,3876.33,EY,Business consulting,Engineering,Professional Services,False,2025-07-09 11:11:54
1266,2024-10-23,451.7,LinkedIn Learning,Professional certification,HR,Training,False,2025-07-09 11:11:54
1267,2024-08-19,2847.24,Salesforce,Marketing tools subscription,Executive,Marketing,False,2025-07-09 11:11:54
1268,2024-08-30,1169.14,Atlassian,API usage fees,Engineering,IT Infrastructure,True,2025-07-09 11:11:54
1269,2025-03-09,10195.91,Indeed Hiring,Employee benefits,Finance,Personnel,False,2025-07-09 11:11:54
1270,2025-04-20,4136.08,Docker,API usage fees,Marketing,IT Infrastructure,False,2025-07-09 11:11:54
1271,2024-09-26,3187.22,LinkedIn Recruiter,Recruitment fees,HR,Personnel,True,2025-07-09 11:11:54
1272,2025-06-24,1563.89,McKinsey,Legal consultation,HR,Professional Services,False,2025-07-09 11:11:54
1273,2025-04-20,353.32,Miscellaneous Vendor,Miscellaneous expense,Finance,Other,False,2025-07-09 11:11:54
1274,2025-06-02,2409.77,Zoom,Cloud hosting costs,Engineering,IT Infrastructure,False,2025-07-09 11:11:54
1275,2025-01-07,764.72,Canon Business,Office furniture,Marketing,Equipment,False,2025-07-09 11:11:54
1276,2025-04-03,226.17,Pacific Gas & Electric,Internet service,Operations,Utilities,False,2025-07-09 11:11:54
1277,2025-01-24,796.54,AT&T Business,Phone service,Executive,Utilities,True,2025-07-09 11:11:54
1278,2024-08-02,2238.78,JetBrains,Software licenses,Operations,IT Infrastructure,False,2025-07-09 11:11:54
1279,2025-05-27,606.55,DigitalOcean,API usage fees,Executive,IT Infrastructure,False,2025-07-09 11:11:54
1280,2025-07-09,419.06,Docker,Software licenses,Operations,IT Infrastructure,False,2025-07-09 11:11:54
1281,2025-01-24,1203.56,Pluralsight,Online course,HR,Training,False,2025-07-09 11:11:54
1282,2024-10-12,2423.64,Atlassian,API usage fees,Executive,IT Infrastructure,True,2025-07-09 11:11:54
1283,2024-12-31,259.26,Pacific Gas & Electric,Internet service,Marketing,Utilities,False,2025-07-09 11:11:54
1284,2024-11-04,14081.49,ADP Payroll,Recruitment fees,Executive,Personnel,False,2025-07-09 11:11:54
1285,2025-02-17,241.82,AWS Training,Conference registration,Executive,Training,False,2025-07-09 11:11:54
1286,2025-04-22,215.44,General Supplies Co,General business cost,HR,Other,False,2025-07-09 11:11:54
1287,2024-08-01,1477.79,Waste Management,Monthly utilities,Marketing,Utilities,False,2025-07-09 11:11:54
1288,2024-07-15,6863.86,Legal Services Inc,Accounting services,Finance,Professional Services,False,2025-07-09 11:11:54
1289,2025-02-10,11503.35,EY,Business consulting,Finance,Professional Services,False,2025-07-09 11:11:54
1290,2025-02-07,1363.84,O'Reilly Media,Professional certification,Engineering,Training,False,2025-07-09 11:11:54
1291,2025-03-02,1970.58,O'Reilly Media,Online course,Marketing,Training,False,2025-07-09 11:11:54
1292,2024-12-19,2386.15,Google Ads,Content creation,Sales,Marketing,False,2025-07-09 11:11:54
1293,2025-03-27,398.27,Business Services Inc,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
1294,2024-07-31,944.09,Udemy Business,Professional certification,Operations,Training,False,2025-07-09 11:11:54
1295,2025-03-29,2198.42,HubSpot,Ad campaign,Finance,Marketing,False,2025-07-09 11:11:54
1296,2025-01-11,725.34,Cisco Systems,Office furniture,Marketing,Equipment,False,2025-07-09 11:11:54
1297,2025-03-23,956.91,Business Services Inc,General business cost,Finance,Other,False,2025-07-09 11:11:54
1298,2025-05-19,3082.25,Cisco Systems,Software/hardware,Operations,Equipment,False,2025-07-09 11:11:54
1299,2025-04-06,4012.53,Gusto,Employee benefits,Marketing,Personnel,False,2025-07-09 11:11:54
1300,2024-10-26,237.2,General Supplies Co,General business cost,Operations,Other,False,2025-07-09 11:11:54
1301,2024-10-28,584.99,General Supplies Co,General business cost,Engineering,Other,False,2025-07-09 11:11:54
1302,2024-09-04,1523.96,HP Enterprise,Software/hardware,Sales,Equipment,False,2025-07-09 11:11:54
1303,2025-04-30,4328.72,Canon Business,Software/hardware,Marketing,Equipment,False,2025-07-09 11:11:54
1304,2025-02-04,598.57,O'Reilly Media,Conference registration,Engineering,Training,False,2025-07-09 11:11:54
1305,2025-05-20,1723.1,AWS Training,Online course,Executive,Training,False,2025-07-09 11:11:54
1306,2025-03-26,1375.09,Waste Management,Monthly utilities,Operations,Utilities,False,2025-07-09 11:11:54
1307,2024-12-06,4151.12,Paychex,Contractor payment,Operations,Personnel,False,2025-07-09 11:11:54
1308,2024-09-11,730.11,Business Services Inc,Miscellaneous expense,HR,Other,False,2025-07-09 11:11:54
1309,2024-10-30,78.91,IKEA Business,Office materials,Executive,Office Supplies,False,2025-07-09 11:11:54
1310,2024-08-25,312.98,Amazon Business,Desk supplies,Marketing,Office Supplies,False,2025-07-09 11:11:54
1311,2024-12-13,3230.98,Smith & Associates,Accounting services,Engineering,Professional Services,False,2025-07-09 11:11:54
1312,2024-08-06,2454.93,Delta Airlines,Business trip,HR,Travel,False,2025-07-09 11:11:54
1313,2025-03-16,1923.83,Hootsuite,Marketing tools subscription,Operations,Marketing,False,2025-07-09 11:11:54
1314,2025-01-31,2113.26,KPMG,Accounting services,Engineering,Professional Services,False,2025-07-09 11:11:54
1315,2024-10-12,441.03,Miscellaneous Vendor,General business cost,Executive,Other,False,2025-07-09 11:11:54
1316,2025-03-08,4358.97,Adobe Creative,Marketing tools subscription,HR,Marketing,False,2025-07-09 11:11:54
1317,2025-04-30,2399.73,Heroku,Cloud hosting costs,Executive,IT Infrastructure,False,2025-07-09 11:11:54
1318,2024-09-28,1522.92,Pluralsight,Conference registration,Executive,Training,False,2025-07-09 11:11:54
1319,2025-04-22,1344.93,Marriott Hotels,Conference travel,Executive,Travel,False,2025-07-09 11:11:54
1320,2025-06-14,5910.63,Gusto,Contractor payment,Executive,Personnel,False,2025-07-09 11:11:54
1321,2025-05-27,1534.17,Enterprise Rent-A-Car,Client meeting travel,HR,Travel,False,2025-07-09 11:11:54
1322,2025-06-19,4045.81,HP Enterprise,Office furniture,Sales,Equipment,False,2025-07-09 11:11:54
1323,2024-08-06,737.19,LinkedIn Learning,Conference registration,Executive,Training,False,2025-07-09 11:11:54
1324,2024-12-28,2132.51,Lyft,Business trip,Engineering,Travel,False,2025-07-09 11:11:54
1325,2025-05-27,692.7,Hootsuite,Ad campaign,Marketing,Marketing,False,2025-07-09 11:11:54
1326,2024-07-14,452.16,Miscellaneous Vendor,General business cost,Executive,Other,False,2025-07-09 11:11:54
1327,2024-12-09,11624.79,ADP Payroll,Contractor payment,Executive,Personnel,False,2025-07-09 11:11:54
1328,2024-09-05,1667.98,KPMG,Accounting services,Executive,Professional Services,False,2025-07-09 11:11:54
1329,2025-05-31,2792.92,Salesforce,Ad campaign,Finance,Marketing,False,2025-07-09 11:11:54
1330,2025-04-21,5007.83,EY,Accounting services,Sales,Professional Services,False,2025-07-09 11:11:54
1331,2025-05-22,4313.02,Deloitte Consulting,Accounting services,HR,Professional Services,False,2025-07-09 11:11:54
1332,2024-10-05,1083.41,Lyft,Conference travel,Sales,Travel,False,2025-07-09 11:11:54
1333,2024-12-28,313.17,Microsoft Azure,Software licenses,HR,IT Infrastructure,False,2025-07-09 11:11:54
1334,2025-02-09,5561.82,EY,Accounting services,HR,Professional Services,False,2025-07-09 11:11:54
1335,2024-10-15,1543.22,Hilton,Business trip,Operations,Travel,False,2025-07-09 11:11:54
1336,2025-04-10,9927.82,Gusto,Employee benefits,Operations,Personnel,False,2025-07-09 11:11:54
1337,2024-11-06,1919.26,Coursera Business,Online course,Operations,Training,False,2025-07-09 11:11:54
1338,2024-08-07,1676.32,Zoom,API usage fees,Executive,IT Infrastructure,False,2025-07-09 11:11:54
1339,2025-06-20,1523.68,Atlassian,Cloud hosting costs,Executive,IT Infrastructure,False,2025-07-09 11:11:54
1340,2025-06-29,98.26,Best Buy Business,Desk supplies,HR,Office Supplies,False,2025-07-09 11:11:54
1341,2024-09-02,173.73,Conference Registration,Conference registration,Engineering,Training,False,2025-07-09 11:11:54
1342,2024-11-17,1103.18,AT&T Business,Phone service,Marketing,Utilities,False,2025-07-09 11:11:54
1343,2025-05-11,337.02,Costco Business,Desk supplies,Sales,Office Supplies,False,2025-07-09 11:11:54
