date,amount,vendor,description,department,category,created_at
2025-02-14,7789.4,Wilson Law Firm,Legal consultation,HR,Professional Services,2025-07-09 11:25:08
2024-09-30,3949.47,HP Enterprise,Software/hardware,Marketing,Equipment,2025-07-09 11:25:08
2024-12-04,3855.14,HubSpot,Ad campaign,Sales,Marketing,2025-07-09 11:25:08
2025-01-31,14155.4,Gusto,Employee benefits,Engineering,Personnel,2025-07-09 11:25:08
2024-12-09,8656.75,BambooHR,Recruitment fees,Engineering,Personnel,2025-07-09 11:25:08
2024-12-31,1093.25,Deloitte Consulting,Business consulting,Sales,Professional Services,2025-07-09 11:25:08
2025-05-26,6863.45,Glassdoor,Contractor payment,HR,Personnel,2025-07-09 11:25:08
2025-06-22,434.61,Staples,Desk supplies,HR,Office Supplies,2025-07-09 11:25:08
2024-09-09,1977.81,Mailchimp,Ad campaign,HR,Marketing,2025-07-09 11:25:08
2024-07-29,773.34,LinkedIn Marketing,Marketing tools subscription,Sales,Marketing,2025-07-09 11:25:08
2024-10-16,532.94,JetBrains,Software licenses,Finance,IT Infrastructure,2025-07-09 11:25:08
2025-01-08,6510.31,Smith & Associates,Accounting services,Executive,Professional Services,2025-07-09 11:25:08
2025-01-10,429.45,Slack,API usage fees,Executive,IT Infrastructure,2025-07-09 11:25:08
2024-11-24,146.81,Costco Business,Desk supplies,Executive,Office Supplies,2025-07-09 11:25:08
2025-01-03,980.19,Uber,Client meeting travel,Engineering,Travel,2025-07-09 11:25:08
2025-04-06,4682.66,Gusto,Employee benefits,Sales,Personnel,2025-07-09 11:25:08
2025-04-21,160.48,O'Reilly Media,Online course,Marketing,Training,2025-07-09 11:25:08
2024-08-31,1223.56,Comcast Business,Internet service,Sales,Utilities,2025-07-09 11:25:08
2024-10-16,906.47,General Supplies Co,General business cost,Finance,Other,2025-07-09 11:25:08
2025-02-10,673.68,LinkedIn Learning,Professional certification,HR,Training,2025-07-09 11:25:08
2024-11-10,655.39,AWS,Software licenses,HR,IT Infrastructure,2025-07-09 11:25:08
2025-05-28,330.9,IKEA Business,Desk supplies,Finance,Office Supplies,2025-07-09 11:25:08
2025-05-13,487.22,Slack,Cloud hosting costs,Sales,IT Infrastructure,2025-07-09 11:25:08
2025-05-31,1834.15,Business Services Inc,General business cost,Engineering,Other,2025-07-09 11:25:08
2025-03-30,1361.38,Hilton,Client meeting travel,Engineering,Travel,2025-07-09 11:25:08
2025-05-21,1126.04,Conference Registration,Online course,Sales,Training,2025-07-09 11:25:08
2024-10-04,2068.2,Google Cloud,Software licenses,Marketing,IT Infrastructure,2025-07-09 11:25:08
2025-03-15,2994.81,Hootsuite,Ad campaign,HR,Marketing,2025-07-09 11:25:08
2025-05-01,3217.65,ADP Payroll,Contractor payment,Operations,Personnel,2025-07-09 11:25:08
2025-06-05,11888.83,Workday,Recruitment fees,Sales,Personnel,2025-07-09 11:25:08
2024-09-08,2548.73,Apple Business,Software/hardware,Operations,Equipment,2025-07-09 11:25:08
2024-07-26,985.42,General Supplies Co,Miscellaneous expense,Engineering,Other,2025-07-09 11:25:08
2024-10-05,6063.57,Deloitte Consulting,Accounting services,Sales,Professional Services,2025-07-09 11:25:08
2024-12-20,2623.55,Wilson Law Firm,Accounting services,Operations,Professional Services,2025-07-09 11:25:08
2024-10-13,2410.8,Wilson Law Firm,Legal consultation,Executive,Professional Services,2025-07-09 11:25:08
2024-10-22,505.36,Mailchimp,Content creation,Engineering,Marketing,2025-07-09 11:25:08
2024-12-13,550.63,Dell Business,Software/hardware,Engineering,Equipment,2025-07-09 11:25:08
2025-02-04,2040.56,Costco Business,Office materials,HR,Office Supplies,2025-07-09 11:25:08
2024-08-19,1496.54,Facebook Ads,Content creation,Sales,Marketing,2025-07-09 11:25:08
2025-01-18,2208.14,NetGear,Office furniture,HR,Equipment,2025-07-09 11:25:08
2024-07-14,1048.8,Expedia,Conference travel,HR,Travel,2025-07-09 11:25:08
2025-04-26,5131.25,Indeed Hiring,Contractor payment,Sales,Personnel,2025-07-09 11:25:08
2024-07-30,3341.5,Smith & Associates,Business consulting,Engineering,Professional Services,2025-07-09 11:25:08
2024-09-05,1382.95,Apple Business,Software/hardware,HR,Equipment,2025-07-09 11:25:08
2024-12-02,1159.01,Deloitte Consulting,Business consulting,Executive,Professional Services,2025-07-09 11:25:08
2024-10-30,597.83,Verizon Business,Monthly utilities,Finance,Utilities,2025-07-09 11:25:08
2025-06-08,1906.07,Lyft,Conference travel,Executive,Travel,2025-07-09 11:25:08
2025-03-20,190.44,Costco Business,Desk supplies,Marketing,Office Supplies,2025-07-09 11:25:08
2025-03-01,630.54,Pluralsight,Professional certification,Operations,Training,2025-07-09 11:25:08
2025-06-05,1435.21,Dell Business,Office furniture,Finance,Equipment,2025-07-09 11:25:08
2024-07-30,340.52,ConEd,Phone service,Finance,Utilities,2025-07-09 11:25:08
2024-12-31,642.98,Uber,Conference travel,HR,Travel,2025-07-09 11:25:08
2025-03-18,835.16,O'Reilly Media,Professional certification,Finance,Training,2025-07-09 11:25:08
2025-03-12,1573.87,Coursera Business,Conference registration,HR,Training,2025-07-09 11:25:08
2025-06-18,134.44,General Supplies Co,General business cost,HR,Other,2025-07-09 11:25:08
2024-07-25,483.65,Conference Registration,Conference registration,Finance,Training,2025-07-09 11:25:08
2025-04-06,11617.95,Workday,Employee benefits,Operations,Personnel,2025-07-09 11:25:08
2024-10-25,2102.79,HP Enterprise,Software/hardware,Engineering,Equipment,2025-07-09 11:25:08
2025-01-01,860.29,General Supplies Co,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2025-06-11,908.92,Airbnb,Client meeting travel,Sales,Travel,2025-07-09 11:25:08
2024-10-25,592.01,ConEd,Phone service,Operations,Utilities,2025-07-09 11:25:08
2025-04-08,3437.05,Apple Business,Office furniture,Finance,Equipment,2025-07-09 11:25:08
2024-11-08,2270.15,Airbnb,Business trip,Engineering,Travel,2025-07-09 11:25:08
2024-07-16,8999.25,GitHub,Software licenses,Finance,IT Infrastructure,2025-07-09 11:25:08
2024-08-28,12953.41,ADP Payroll,Employee benefits,Marketing,Personnel,2025-07-09 11:25:08
2025-05-12,8501.86,Indeed Hiring,Contractor payment,Finance,Personnel,2025-07-09 11:25:08
2024-07-20,1788.9,Dell Business,Office furniture,Sales,Equipment,2025-07-09 11:25:08
2025-05-11,2434.65,PwC,Accounting services,HR,Professional Services,2025-07-09 11:25:08
2025-01-22,1946.58,Smith & Associates,Business consulting,Engineering,Professional Services,2025-07-09 11:25:08
2025-02-08,3486.94,Gusto,Employee benefits,HR,Personnel,2025-07-09 11:25:08
2025-04-18,1237.73,Coursera Business,Online course,Marketing,Training,2025-07-09 11:25:08
2025-03-06,2574.45,Facebook Ads,Marketing tools subscription,Executive,Marketing,2025-07-09 11:25:08
2024-09-15,3643.32,Conference Registration,Online course,Sales,Training,2025-07-09 11:25:08
2024-12-24,916.82,Marriott Hotels,Business trip,Executive,Travel,2025-07-09 11:25:08
2025-06-07,738.34,Coursera Business,Online course,Finance,Training,2025-07-09 11:25:08
2024-11-27,2072.94,JetBrains,API usage fees,Sales,IT Infrastructure,2025-07-09 11:25:08
2025-04-01,7914.43,Legal Services Inc,Accounting services,Executive,Professional Services,2025-07-09 11:25:08
2024-11-17,1256.85,PwC,Business consulting,Operations,Professional Services,2025-07-09 11:25:08
2025-04-16,3860.89,Smith & Associates,Business consulting,HR,Professional Services,2025-07-09 11:25:08
2025-06-29,4755.33,Xerox,Software/hardware,Engineering,Equipment,2025-07-09 11:25:08
2025-06-08,172.26,AWS Training,Online course,Finance,Training,2025-07-09 11:25:08
2025-04-24,1427.45,Waste Management,Monthly utilities,Sales,Utilities,2025-07-09 11:25:08
2025-01-08,110.88,Amazon Business,Desk supplies,Finance,Office Supplies,2025-07-09 11:25:08
2024-11-12,889.31,Zoom,Software licenses,Marketing,IT Infrastructure,2025-07-09 11:25:08
2025-03-06,8429.86,Glassdoor,Contractor payment,Sales,Personnel,2025-07-09 11:25:08
2025-04-22,5036.39,Legal Services Inc,Business consulting,HR,Professional Services,2025-07-09 11:25:08
2025-02-16,6355.67,Legal Services Inc,Accounting services,Finance,Professional Services,2025-07-09 11:25:08
2024-10-21,254.73,Business Services Inc,Miscellaneous expense,Marketing,Other,2025-07-09 11:25:08
2024-10-24,4745.58,JetBrains,Cloud hosting costs,Executive,IT Infrastructure,2025-07-09 11:25:08
2025-01-19,528.44,GitHub,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-08-31,1042.73,Comcast Business,Phone service,Engineering,Utilities,2025-07-09 11:25:08
2025-05-07,218.83,Verizon Business,Monthly utilities,Operations,Utilities,2025-07-09 11:25:08
2025-01-01,1569.73,Coursera Business,Conference registration,Marketing,Training,2025-07-09 11:25:08
2025-04-24,3876.33,EY,Business consulting,Engineering,Professional Services,2025-07-09 11:25:08
2024-10-23,451.7,LinkedIn Learning,Professional certification,HR,Training,2025-07-09 11:25:08
2024-08-19,2847.24,Salesforce,Marketing tools subscription,Executive,Marketing,2025-07-09 11:25:08
2024-08-30,1169.14,Atlassian,API usage fees,Engineering,IT Infrastructure,2025-07-09 11:25:08
2025-03-09,10195.91,Indeed Hiring,Employee benefits,Finance,Personnel,2025-07-09 11:25:08
2025-04-20,4136.08,Docker,API usage fees,Marketing,IT Infrastructure,2025-07-09 11:25:08
2024-09-26,3187.22,LinkedIn Recruiter,Recruitment fees,HR,Personnel,2025-07-09 11:25:08
2025-06-24,1563.89,McKinsey,Legal consultation,HR,Professional Services,2025-07-09 11:25:08
2025-04-20,353.32,Miscellaneous Vendor,Miscellaneous expense,Finance,Other,2025-07-09 11:25:08
2025-06-02,2409.77,Zoom,Cloud hosting costs,Engineering,IT Infrastructure,2025-07-09 11:25:08
2025-01-07,764.72,Canon Business,Office furniture,Marketing,Equipment,2025-07-09 11:25:08
2025-04-03,226.17,Pacific Gas & Electric,Internet service,Operations,Utilities,2025-07-09 11:25:08
2025-01-24,796.54,AT&T Business,Phone service,Executive,Utilities,2025-07-09 11:25:08
2024-08-02,2238.78,JetBrains,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2025-05-27,606.55,DigitalOcean,API usage fees,Executive,IT Infrastructure,2025-07-09 11:25:08
2025-07-09,419.06,Docker,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2025-01-24,1203.56,Pluralsight,Online course,HR,Training,2025-07-09 11:25:08
2024-10-12,2423.64,Atlassian,API usage fees,Executive,IT Infrastructure,2025-07-09 11:25:08
2024-12-31,259.26,Pacific Gas & Electric,Internet service,Marketing,Utilities,2025-07-09 11:25:08
2024-11-04,14081.49,ADP Payroll,Recruitment fees,Executive,Personnel,2025-07-09 11:25:08
2025-02-17,241.82,AWS Training,Conference registration,Executive,Training,2025-07-09 11:25:08
2025-04-22,215.44,General Supplies Co,General business cost,HR,Other,2025-07-09 11:25:08
2024-08-01,1477.79,Waste Management,Monthly utilities,Marketing,Utilities,2025-07-09 11:25:08
2024-07-15,6863.86,Legal Services Inc,Accounting services,Finance,Professional Services,2025-07-09 11:25:08
2025-02-10,11503.35,EY,Business consulting,Finance,Professional Services,2025-07-09 11:25:08
2025-02-07,1363.84,O'Reilly Media,Professional certification,Engineering,Training,2025-07-09 11:25:08
2025-03-02,1970.58,O'Reilly Media,Online course,Marketing,Training,2025-07-09 11:25:08
2024-12-19,2386.15,Google Ads,Content creation,Sales,Marketing,2025-07-09 11:25:08
2025-03-27,398.27,Business Services Inc,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2024-07-31,944.09,Udemy Business,Professional certification,Operations,Training,2025-07-09 11:25:08
2025-03-29,2198.42,HubSpot,Ad campaign,Finance,Marketing,2025-07-09 11:25:08
2025-01-11,725.34,Cisco Systems,Office furniture,Marketing,Equipment,2025-07-09 11:25:08
2025-03-23,956.91,Business Services Inc,General business cost,Finance,Other,2025-07-09 11:25:08
2025-05-19,3082.25,Cisco Systems,Software/hardware,Operations,Equipment,2025-07-09 11:25:08
2025-04-06,4012.53,Gusto,Employee benefits,Marketing,Personnel,2025-07-09 11:25:08
2024-10-26,237.2,General Supplies Co,General business cost,Operations,Other,2025-07-09 11:25:08
2024-10-28,584.99,General Supplies Co,General business cost,Engineering,Other,2025-07-09 11:25:08
2024-09-04,1523.96,HP Enterprise,Software/hardware,Sales,Equipment,2025-07-09 11:25:08
2025-04-30,4328.72,Canon Business,Software/hardware,Marketing,Equipment,2025-07-09 11:25:08
2025-02-04,598.57,O'Reilly Media,Conference registration,Engineering,Training,2025-07-09 11:25:08
2025-05-20,1723.1,AWS Training,Online course,Executive,Training,2025-07-09 11:25:08
2025-03-26,1375.09,Waste Management,Monthly utilities,Operations,Utilities,2025-07-09 11:25:08
2024-12-06,4151.12,Paychex,Contractor payment,Operations,Personnel,2025-07-09 11:25:08
2024-09-11,730.11,Business Services Inc,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2024-10-30,78.91,IKEA Business,Office materials,Executive,Office Supplies,2025-07-09 11:25:08
2024-08-25,312.98,Amazon Business,Desk supplies,Marketing,Office Supplies,2025-07-09 11:25:08
2024-12-13,3230.98,Smith & Associates,Accounting services,Engineering,Professional Services,2025-07-09 11:25:08
2024-08-06,2454.93,Delta Airlines,Business trip,HR,Travel,2025-07-09 11:25:08
2025-03-16,1923.83,Hootsuite,Marketing tools subscription,Operations,Marketing,2025-07-09 11:25:08
2025-01-31,2113.26,KPMG,Accounting services,Engineering,Professional Services,2025-07-09 11:25:08
2024-10-12,441.03,Miscellaneous Vendor,General business cost,Executive,Other,2025-07-09 11:25:08
2025-03-08,4358.97,Adobe Creative,Marketing tools subscription,HR,Marketing,2025-07-09 11:25:08
2025-04-30,2399.73,Heroku,Cloud hosting costs,Executive,IT Infrastructure,2025-07-09 11:25:08
2024-09-28,1522.92,Pluralsight,Conference registration,Executive,Training,2025-07-09 11:25:08
2025-04-22,1344.93,Marriott Hotels,Conference travel,Executive,Travel,2025-07-09 11:25:08
2025-06-14,5910.63,Gusto,Contractor payment,Executive,Personnel,2025-07-09 11:25:08
2025-05-27,1534.17,Enterprise Rent-A-Car,Client meeting travel,HR,Travel,2025-07-09 11:25:08
2025-06-19,4045.81,HP Enterprise,Office furniture,Sales,Equipment,2025-07-09 11:25:08
2024-08-06,737.19,LinkedIn Learning,Conference registration,Executive,Training,2025-07-09 11:25:08
2024-12-28,2132.51,Lyft,Business trip,Engineering,Travel,2025-07-09 11:25:08
2025-05-27,692.7,Hootsuite,Ad campaign,Marketing,Marketing,2025-07-09 11:25:08
2024-07-14,452.16,Miscellaneous Vendor,General business cost,Executive,Other,2025-07-09 11:25:08
2024-12-09,11624.79,ADP Payroll,Contractor payment,Executive,Personnel,2025-07-09 11:25:08
2024-09-05,1667.98,KPMG,Accounting services,Executive,Professional Services,2025-07-09 11:25:08
2025-05-31,2792.92,Salesforce,Ad campaign,Finance,Marketing,2025-07-09 11:25:08
2025-04-21,5007.83,EY,Accounting services,Sales,Professional Services,2025-07-09 11:25:08
2025-05-22,4313.02,Deloitte Consulting,Accounting services,HR,Professional Services,2025-07-09 11:25:08
2024-10-05,1083.41,Lyft,Conference travel,Sales,Travel,2025-07-09 11:25:08
2024-12-28,313.17,Microsoft Azure,Software licenses,HR,IT Infrastructure,2025-07-09 11:25:08
2025-02-09,5561.82,EY,Accounting services,HR,Professional Services,2025-07-09 11:25:08
2024-10-15,1543.22,Hilton,Business trip,Operations,Travel,2025-07-09 11:25:08
2025-04-10,9927.82,Gusto,Employee benefits,Operations,Personnel,2025-07-09 11:25:08
2024-11-06,1919.26,Coursera Business,Online course,Operations,Training,2025-07-09 11:25:08
2024-08-07,1676.32,Zoom,API usage fees,Executive,IT Infrastructure,2025-07-09 11:25:08
2025-06-20,1523.68,Atlassian,Cloud hosting costs,Executive,IT Infrastructure,2025-07-09 11:25:08
2025-06-29,98.26,Best Buy Business,Desk supplies,HR,Office Supplies,2025-07-09 11:25:08
2024-09-02,173.73,Conference Registration,Conference registration,Engineering,Training,2025-07-09 11:25:08
2024-11-17,1103.18,AT&T Business,Phone service,Marketing,Utilities,2025-07-09 11:25:08
2025-05-11,337.02,Costco Business,Desk supplies,Sales,Office Supplies,2025-07-09 11:25:08
2025-04-08,2107.07,Atlassian,Software licenses,Engineering,IT Infrastructure,2025-07-09 11:25:08
2025-07-08,7167.18,BambooHR,Recruitment fees,Executive,Personnel,2025-07-09 11:25:08
2024-09-09,3972.61,LinkedIn Marketing,Marketing tools subscription,Marketing,Marketing,2025-07-09 11:25:08
2025-03-27,2942.18,Facebook Ads,Content creation,Sales,Marketing,2025-07-09 11:25:08
2024-11-08,6912.4,McKinsey,Business consulting,Marketing,Professional Services,2025-07-09 11:25:08
2025-06-21,9067.37,ADP Payroll,Employee benefits,Finance,Personnel,2025-07-09 11:25:08
2025-04-11,2796.97,Atlassian,Cloud hosting costs,Engineering,IT Infrastructure,2025-07-09 11:25:08
2025-06-18,416.74,Office Depot,Office materials,Finance,Office Supplies,2025-07-09 11:25:08
2025-04-01,2540.98,Salesforce,Content creation,Executive,Marketing,2025-07-09 11:25:08
2024-08-12,1696.07,Udemy Business,Online course,HR,Training,2025-07-09 11:25:08
2024-08-23,2028.54,Uber,Conference travel,Executive,Travel,2025-07-09 11:25:08
2025-05-04,1297.97,O'Reilly Media,Conference registration,Marketing,Training,2025-07-09 11:25:08
2024-07-31,355.32,Udemy Business,Professional certification,HR,Training,2025-07-09 11:25:08
2025-03-07,227.05,Staples,Office materials,Operations,Office Supplies,2025-07-09 11:25:08
2025-05-20,1342.89,Enterprise Rent-A-Car,Client meeting travel,Executive,Travel,2025-07-09 11:25:08
2024-09-30,1461.37,AT&T Business,Internet service,Sales,Utilities,2025-07-09 11:25:08
2025-07-04,2480.72,Dell Business,Software/hardware,Executive,Equipment,2025-07-09 11:25:08
2025-02-06,6064.74,Indeed Hiring,Recruitment fees,Operations,Personnel,2025-07-09 11:25:08
2024-12-06,450.28,Coursera Business,Conference registration,Executive,Training,2025-07-09 11:25:08
2024-11-30,1305.82,LinkedIn Learning,Conference registration,Operations,Training,2025-07-09 11:25:08
2025-02-07,1458.2,AWS Training,Professional certification,Finance,Training,2025-07-09 11:25:08
2024-10-07,11347.83,BambooHR,Contractor payment,HR,Personnel,2025-07-09 11:25:08
2025-04-07,1294.15,Waste Management,Monthly utilities,Engineering,Utilities,2025-07-09 11:25:08
2024-07-26,3117.81,Glassdoor,Recruitment fees,Finance,Personnel,2025-07-09 11:25:08
2025-04-06,557.43,AWS,API usage fees,Sales,IT Infrastructure,2025-07-09 11:25:08
2025-01-02,72.44,Costco Business,Meeting room supplies,HR,Office Supplies,2025-07-09 11:25:08
2025-03-30,752.31,Marriott Hotels,Business trip,Operations,Travel,2025-07-09 11:25:08
2025-03-02,2683.58,EY,Business consulting,Executive,Professional Services,2025-07-09 11:25:08
2025-05-13,2126.8,General Supplies Co,Miscellaneous expense,Executive,Other,2025-07-09 11:25:08
2025-02-22,342.77,Udemy Business,Online course,Sales,Training,2025-07-09 11:25:08
2024-08-21,3670.92,Lenovo,Office furniture,Operations,Equipment,2025-07-09 11:25:08
2025-01-24,1180.97,Uber,Business trip,HR,Travel,2025-07-09 11:25:08
2025-05-04,1194.96,Pluralsight,Online course,Engineering,Training,2025-07-09 11:25:08
2025-05-05,628.58,Hootsuite,Ad campaign,Engineering,Marketing,2025-07-09 11:25:08
2025-07-04,1071.48,Adobe Creative,Content creation,Finance,Marketing,2025-07-09 11:25:08
2024-10-02,2569.67,Google Cloud,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2025-06-17,1767.93,Udemy Business,Professional certification,Sales,Training,2025-07-09 11:25:08
2024-09-12,1907.23,Airbnb,Conference travel,Finance,Travel,2025-07-09 11:25:08
2024-09-27,2452.26,Expedia,Conference travel,Operations,Travel,2025-07-09 11:25:08
2025-04-17,467.36,General Supplies Co,Miscellaneous expense,HR,Other,2025-07-09 11:25:08
2025-06-19,3782.22,Deloitte Consulting,Accounting services,Operations,Professional Services,2025-07-09 11:25:08
2025-01-13,2666.79,Canon Business,Computer equipment,Engineering,Equipment,2025-07-09 11:25:08
2025-05-26,788.51,Waste Management,Internet service,HR,Utilities,2025-07-09 11:25:08
2024-10-18,536.88,Miscellaneous Vendor,Miscellaneous expense,Operations,Other,2025-07-09 11:25:08
2024-10-01,1635.11,Cisco Systems,Software/hardware,Engineering,Equipment,2025-07-09 11:25:08
2024-09-21,8894.4,Uber,Client meeting travel,Sales,Travel,2025-07-09 11:25:08
2024-10-22,2436.56,Xerox,Computer equipment,Finance,Equipment,2025-07-09 11:25:08
2025-01-03,80.99,Costco Business,Desk supplies,Operations,Office Supplies,2025-07-09 11:25:08
2024-11-20,785.97,Verizon Business,Phone service,Sales,Utilities,2025-07-09 11:25:08
2024-12-15,12567.55,Workday,Employee benefits,Sales,Personnel,2025-07-09 11:25:08
2024-11-14,1848.52,Uber,Conference travel,Finance,Travel,2025-07-09 11:25:08
2024-07-17,1927.72,Udemy Business,Conference registration,Finance,Training,2025-07-09 11:25:08
2025-05-14,3250.97,Wilson Law Firm,Accounting services,Executive,Professional Services,2025-07-09 11:25:08
2025-02-10,630.5,Verizon Business,Monthly utilities,Finance,Utilities,2025-07-09 11:25:08
2025-05-17,983.67,General Supplies Co,General business cost,Executive,Other,2025-07-09 11:25:08
2024-10-18,14315.59,Salesforce,Content creation,Finance,Marketing,2025-07-09 11:25:08
2025-06-10,683.16,Miscellaneous Vendor,General business cost,Finance,Other,2025-07-09 11:25:08
2025-02-15,10759.74,BambooHR,Contractor payment,Marketing,Personnel,2025-07-09 11:25:08
2025-06-12,4586.49,McKinsey,Legal consultation,HR,Professional Services,2025-07-09 11:25:08
2024-10-14,516.76,Costco Business,Office materials,Sales,Office Supplies,2025-07-09 11:25:08
2025-02-17,3435.19,Canva,Marketing tools subscription,Sales,Marketing,2025-07-09 11:25:08
2025-07-06,786.04,Miscellaneous Vendor,General business cost,Operations,Other,2025-07-09 11:25:08
2025-06-10,674.19,Home Depot,Meeting room supplies,Engineering,Office Supplies,2025-07-09 11:25:08
2024-07-31,294.41,IKEA Business,Office materials,Sales,Office Supplies,2025-07-09 11:25:08
2025-07-01,212.34,Office Depot,Office materials,Engineering,Office Supplies,2025-07-09 11:25:08
2024-12-05,1253.98,Waste Management,Phone service,Operations,Utilities,2025-07-09 11:25:08
2025-07-04,251.86,Business Services Inc,Miscellaneous expense,Operations,Other,2025-07-09 11:25:08
2025-04-10,1764.92,Airbnb,Client meeting travel,Finance,Travel,2025-07-09 11:25:08
2024-10-16,7528.46,Legal Services Inc,Legal consultation,Finance,Professional Services,2025-07-09 11:25:08
2024-11-13,3592.16,Cisco Systems,Computer equipment,Executive,Equipment,2025-07-09 11:25:08
2025-03-30,1341.07,Xerox,Software/hardware,Executive,Equipment,2025-07-09 11:25:08
2024-10-02,877.24,General Supplies Co,General business cost,Sales,Other,2025-07-09 11:25:08
2024-12-22,5995.38,Canva,Content creation,HR,Marketing,2025-07-09 11:25:08
2025-03-25,5089.02,KPMG,Accounting services,HR,Professional Services,2025-07-09 11:25:08
2024-08-03,3019.12,HP Enterprise,Office furniture,Marketing,Equipment,2025-07-09 11:25:08
2025-04-09,1748.84,Xerox,Software/hardware,Finance,Equipment,2025-07-09 11:25:08
2024-11-06,417.19,Google Cloud,Cloud hosting costs,HR,IT Infrastructure,2025-07-09 11:25:08
2025-07-05,4274.68,Deloitte Consulting,Business consulting,HR,Professional Services,2025-07-09 11:25:08
2025-07-04,1167.92,Slack,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-08-21,2299.55,Smith & Associates,Accounting services,Executive,Professional Services,2025-07-09 11:25:08
2024-12-13,5596.0,Pacific Gas & Electric,Internet service,Sales,Utilities,2025-07-09 11:25:08
2024-08-06,787.26,Cisco Systems,Software/hardware,Engineering,Equipment,2025-07-09 11:25:08
2024-11-09,1830.24,Conference Registration,Online course,Engineering,Training,2025-07-09 11:25:08
2024-09-22,1302.34,Pluralsight,Conference registration,Engineering,Training,2025-07-09 11:25:08
2025-01-03,1111.51,Lyft,Conference travel,HR,Travel,2025-07-09 11:25:08
2025-06-03,909.74,ConEd,Monthly utilities,Finance,Utilities,2025-07-09 11:25:08
2025-04-10,1928.57,Enterprise Rent-A-Car,Business trip,Sales,Travel,2025-07-09 11:25:08
2024-09-29,10751.66,LinkedIn Recruiter,Contractor payment,Engineering,Personnel,2025-07-09 11:25:08
2025-02-20,4337.05,Pluralsight,Online course,Sales,Training,2025-07-09 11:25:08
2025-01-15,1620.52,Uber,Conference travel,Marketing,Travel,2025-07-09 11:25:08
2025-05-05,2853.27,Apple Business,Software/hardware,HR,Equipment,2025-07-09 11:25:08
2025-03-16,728.54,Canon Business,Software/hardware,Finance,Equipment,2025-07-09 11:25:08
2025-01-21,655.67,Home Depot,Meeting room supplies,Sales,Office Supplies,2025-07-09 11:25:08
2024-10-24,1493.51,Microsoft Azure,API usage fees,Executive,IT Infrastructure,2025-07-09 11:25:08
2025-06-01,2983.78,Deloitte Consulting,Legal consultation,Operations,Professional Services,2025-07-09 11:25:08
2025-01-27,2922.4,Deloitte Consulting,Legal consultation,Operations,Professional Services,2025-07-09 11:25:08
2025-03-03,2088.19,Canva,Marketing tools subscription,Sales,Marketing,2025-07-09 11:25:08
2025-03-04,306.42,O'Reilly Media,Online course,Finance,Training,2025-07-09 11:25:08
2025-01-11,3022.73,Lyft,Client meeting travel,Engineering,Travel,2025-07-09 11:25:08
2025-02-08,713.51,Business Services Inc,Miscellaneous expense,Executive,Other,2025-07-09 11:25:08
2025-05-02,391.73,Home Depot,Meeting room supplies,Finance,Office Supplies,2025-07-09 11:25:08
2024-08-31,751.44,Verizon Business,Phone service,Engineering,Utilities,2025-07-09 11:25:08
2025-01-26,421.26,Home Depot,Desk supplies,Sales,Office Supplies,2025-07-09 11:25:08
2025-01-10,4860.74,EY,Business consulting,Marketing,Professional Services,2025-07-09 11:25:08
2025-06-20,801.45,Miscellaneous Vendor,Miscellaneous expense,Executive,Other,2025-07-09 11:25:08
2025-04-05,1350.77,Dell Business,Office furniture,HR,Equipment,2025-07-09 11:25:08
2025-04-29,687.82,LinkedIn Learning,Professional certification,Operations,Training,2025-07-09 11:25:08
2024-10-16,6618.27,Wilson Law Firm,Business consulting,Operations,Professional Services,2025-07-09 11:25:08
2024-08-06,2046.47,GitHub,Cloud hosting costs,HR,IT Infrastructure,2025-07-09 11:25:08
2025-06-28,1507.99,Mailchimp,Marketing tools subscription,HR,Marketing,2025-07-09 11:25:08
2024-08-15,727.75,Waste Management,Internet service,HR,Utilities,2025-07-09 11:25:08
2024-10-06,264.3,ConEd,Internet service,Sales,Utilities,2025-07-09 11:25:08
2024-11-15,820.7,Docker,Software licenses,Operations,IT Infrastructure,2025-07-09 11:25:08
2024-12-20,428.99,Waste Management,Internet service,Finance,Utilities,2025-07-09 11:25:08
2025-06-04,651.01,Business Services Inc,Miscellaneous expense,Executive,Other,2025-07-09 11:25:08
2024-12-29,4128.8,Gusto,Contractor payment,Finance,Personnel,2025-07-09 11:25:08
2024-07-22,6259.42,Wilson Law Firm,Accounting services,Executive,Professional Services,2025-07-09 11:25:08
2024-12-03,3412.28,Dell Business,Computer equipment,Marketing,Equipment,2025-07-09 11:25:08
2025-05-02,4874.65,Legal Services Inc,Legal consultation,HR,Professional Services,2025-07-09 11:25:08
2025-06-17,692.67,Waste Management,Monthly utilities,Sales,Utilities,2025-07-09 11:25:08
2025-06-13,4523.23,Adobe Creative,Ad campaign,Marketing,Marketing,2025-07-09 11:25:08
2024-11-12,1145.16,Mailchimp,Content creation,HR,Marketing,2025-07-09 11:25:08
2025-04-13,3536.18,HubSpot,Content creation,Finance,Marketing,2025-07-09 11:25:08
